Term,Frequency,PostingList
it,20,"{'1': [153, 293, 409, 411, 471, 634, 977, 986, 1335, 1465, 1682, 1687, 1794, 1823, 1828, 2275, 2353, 2357, 2403, 2497, 2565, 2573, 2738, 2745, 2972, 2990, 3111, 3246, 3623, 3649, 3820, 4329, 4714, 4767, 5044, 5349, 5642, 5871, 5908, 5918, 6147, 6332, 6390, 6530, 6687, 6995, 7454], '11': [401], '12': [158, 297, 405, 538, 666, 874, 994, 1075, 1206, 1421, 1444, 1496, 1612, 1655, 2336, 2354, 2974, 2985, 3054, 3104, 3149, 3885, 3920, 3980, 4006, 4090, 4257, 4426, 4864, 4951, 4961, 5049, 5594, 5617, 5854, 5906, 6019, 6057, 6098, 6152, 6641, 6747, 6885, 6888, 6892, 7809, 8005, 8368, 8563, 8849, 8857, 8888, 8923, 9229], '13': [571, 587, 679, 1082, 1681, 1736, 2229, 2354, 2685, 3206, 3362, 3585], '14': [571, 587, 679, 1082, 1681, 1736, 2229, 2354, 2685, 3206, 3362, 3585], '15': [103, 151, 1292, 1405, 1615, 1622, 1626, 1629, 1637, 1647, 1765, 1789, 1793, 1800, 1830, 1832, 1842, 1883, 2025, 2051, 2200, 2210, 2544, 2619, 2823, 2978, 3279, 3608, 3622, 3636, 3689, 3713, 3866, 4107, 4223, 4386, 4926, 4952, 5387, 5682, 5743, 5818, 5975, 6012, 6025, 6084], '16': [72, 279, 491, 532, 590, 1040, 1098, 1248, 1254, 1575, 1672, 1697, 2256, 2480, 2661, 2680, 2689, 2692, 3001, 3024, 3103, 3347, 3561, 3659, 3691, 3696, 3939, 3961, 3987, 3993, 4066, 4149, 4176, 4193, 4200, 4208, 4216, 4221, 4240, 4249, 4264, 4287, 4300, 4408, 4420, 4456, 4629, 4664, 4742, 4970, 5085, 5197, 5548, 5622, 5878, 6245, 6396, 9568], '17': [96, 127, 308, 445, 506, 548, 566, 633, 867, 1029, 1042, 1064, 1124, 1130, 1150, 1404, 1418, 1424, 1427, 2390, 2439, 2450, 2669, 2786, 2840, 3456, 3534, 3594, 3875, 3880, 3906, 4040, 4061, 4440, 4782, 4807, 4838, 5059, 5088, 5145, 5227, 5234, 5295, 5311], '18': [91, 658, 1340, 1466, 1543, 1737, 1743, 1763, 1777, 1812, 1950, 1957, 2090, 2155, 2219, 2244, 2326, 2372, 2411, 2919], '2': [367, 404, 452, 458, 815, 891, 904, 929, 1037, 1080, 1098, 1107, 1138, 1219, 1234, 1245, 1350, 1446, 1488, 1520, 1625, 1947, 2071, 2102, 2255, 2280, 2309, 2321, 2536, 2578, 2652, 2678, 2684, 2699, 2710, 2748, 2753, 2934, 3133, 3176, 3494, 3558, 3587, 3746, 4209, 4256], '21': [205, 501, 665, 694, 696, 1021, 1275, 1291, 1308, 1517, 1778, 1817, 1856, 1919, 1936, 1970, 2015, 2026, 2112, 2152, 2230, 2300, 2345, 2431, 2538, 2597, 2631, 2683, 2783, 2968, 3102, 3156, 3416, 3620, 3694, 3707, 3817, 3825, 3848, 3885, 3918, 4052, 4292], '22': [207, 382, 554, 602, 720, 733, 805, 1074, 1341, 1353, 1410, 1585, 1634, 1931, 1936, 2035, 2183, 2334, 2408, 2603, 2866, 2906, 2909, 2923, 2942, 2988, 3117, 3131, 3157, 3232, 3327, 3427, 3435, 3506, 3518, 3609, 3742, 4044, 4053, 4098, 4477, 4493, 4601, 4649, 4678, 4776, 4791, 4809, 4825, 5108, 5176, 5187, 5206, 5221, 5498, 5558, 5588, 5649, 5700, 6035, 6084, 6285, 6429, 6439, 6453, 6695, 6772, 6926, 7610, 7840, 7900, 7904, 8100, 8132, 8212, 8301, 8407, 8418, 8424, 8459, 8530, 8597, 8605, 8821, 8832, 8979, 9024, 9035, 9056, 9177, 9228, 10074, 10095, 10115, 10178, 10200, 11895], '23': [76, 167, 424, 716, 910, 936, 1428], '24': [213, 708, 855, 1117, 1288, 1425, 1599, 1969, 2201], '25': [48, 125, 148, 288, 488, 733, 747, 779, 784, 1105, 1307, 1310, 1583, 1625, 1764, 1814, 1867, 1924, 1993, 2002, 2013, 2148, 2184, 2195, 2311, 2428, 2434, 2491, 2539, 2599, 2617, 2647, 2738, 2745, 2829, 2863, 2872, 2912, 2918, 2919, 2974, 2984, 2998, 3085, 3105, 3181], '26': [35, 145, 161, 582, 594, 664, 917, 1004, 1015, 1058, 1138, 1174, 1232, 1242, 1524, 1561, 1857, 1887, 2101, 2375, 2396, 2720, 2872, 3110, 3181, 3234, 3477, 3757, 3935, 3979, 4137, 4170, 4343, 4392, 4848, 5142, 5495, 5620, 5930, 6033, 6042, 6223], '3': [386, 397, 546, 644, 670, 703, 1025, 1075, 1321, 1332, 1392, 1425, 1435, 1917, 1961, 2135, 2145, 2164], '7': [301, 341, 423, 645, 666, 675, 689, 862, 880, 906, 1450, 1570, 1601, 1610, 1633, 1690, 1702, 1743, 1786, 1805, 1863, 1870, 1930, 1962, 2016, 2081, 2094, 2136, 2142, 2213, 2275, 2382, 2402, 2442, 2491, 2511, 2644, 2937, 2965, 2973, 2983, 3106, 3160, 3194, 3274, 3277, 3297, 3313, 3454, 3542, 3627, 3649, 3675, 3783, 3946, 4068, 4080, 4144, 4159, 4163, 4170, 4185, 4189, 4193, 4201, 4379, 4446, 4654, 4656, 4661, 4682, 4688, 4705, 4732, 4795, 4911, 4956, 5042, 5102, 5271, 5513, 5593, 5612, 5655, 5923, 5942, 5945, 5954, 6089, 6097, 6130, 6261, 6265, 6280, 6433, 6543, 6599, 6608, 6611, 6677, 6741, 6847, 6850, 6857, 6935, 6958, 7029, 7193, 7303, 7316, 7339, 7423, 7447, 7457, 7699, 7778, 7800, 7976, 8117, 8265, 8395, 8411, 8533, 8718, 8734, 8772, 9106, 9525, 9805, 10722, 10933, 11164, 11357, 11423, 11876, 11890, 11973, 11980, 11992, 12100, 12158, 12210, 12227, 12271, 12279, 12394, 12403, 12486, 12502, 12533, 12608, 12628, 12654, 12662, 12668, 12681, 12695, 13003, 13019, 13101, 13113, 13119, 13142, 13170, 13270, 13338, 13482, 13552, 13609, 13653, 13751, 13756, 13952, 14005, 14148, 14213, 14310, 14356, 14391, 14413, 14550, 14679, 14896, 14908, 14918, 14947, 15055, 15097, 15206, 15225, 15310, 15320, 15328, 15405, 15506, 15606, 15615, 15817, 15826, 15969, 16005, 16369, 16464, 16480, 16497, 16512, 16605, 16684, 16727, 16742, 16779, 16792, 16804, 16848, 16938, 16985, 17100, 17186, 17196, 17634, 17784, 17817, 17820, 17855, 17950, 18198, 18328, 18370, 18459, 18474, 18542, 18756, 18813, 18924, 18934, 18947, 18974, 18982, 19128, 19147, 19180, 19187, 19204, 19463, 19491, 19560, 19580, 19590, 22291, 22403, 22557, 25723], '8': [151, 174, 537, 640, 922, 1030, 1262, 1449, 1475, 1617, 3758], '9': [585, 733, 1047, 1112, 1152, 1273]}"
itak,1,{'23': [684]}
ital,1,{'17': [5135]}
itali,4,"{'1': [21], '15': [6999], '23': [2022], '25': [3405]}"
italian,1,"{'1': [8251, 8654]}"
itallowsahigherchanceofincludingincorrect,1,{'22': [8481]}
italyemail,1,{'1': [45]}
itano,1,{'16': [6998]}
itay,1,{'17': [5706]}
itbuildstwoaffinitymatric,1,{'22': [2286]}
itcanalsobeobservedthatmimisaspecialcaseoflinearcombinationofshannoninform,1,{'22': [2965]}
itconsidersinteractionsamongfeaturesandcanselect,1,{'22': [7668]}
itconstructsa,1,"{'22': [4331, 4500]}"
itdoesnotstorethepositioninthetrainingdata,1,{'17': [4950]}
ite,2,"{'21': [3280], '26': [7403]}"
item,4,"{'1': [1452, 1482, 3998, 4057, 4061, 4070, 4096, 4114, 4167, 4177, 4187, 4196, 4207, 4228, 4237, 4248, 4281, 4295, 4319, 4463, 4633, 4634, 4650, 4659, 4666, 4704, 4707, 4724, 4729, 4734, 4744, 4749, 4755, 4760, 4777, 4783, 4790], '12': [8414, 8657], '16': [4926], '7': [16614, 17301, 17328]}"
iter,11,"{'1': [5213, 5848], '12': [1594], '16': [2035, 4146, 4154, 4215], '17': [522, 775], '21': [2351, 5253], '22': [725, 837, 2365, 9848], '23': [520], '24': [979, 1675], '25': [1092, 1096, 3281], '26': [3941, 3953], '7': [9745, 10163, 11150, 22111, 23084, 23113]}"
itera,1,{'25': [1066]}
iterativelyselectsfeaturesthatmaximizethemutualinformationwiththeclass,1,{'22': [3377]}
iterativelyset,1,{'22': [3337]}
itforni,1,{'25': [154]}
ith,6,"{'15': [4046], '2': [5193], '22': [4375, 6052, 6307, 6531, 7563, 7570, 8980], '24': [1060, 1107, 1111, 1167], '26': [857, 2413, 2485], '7': [17476]}"
ithembed,1,{'22': [4360]}
ithgroupin,1,{'22': [6060]}
ithm,1,"{'26': [1357, 3863]}"
ithrowofmatrix,1,{'22': [1620]}
iti,10,"{'1': [5040], '13': [513], '14': [513], '15': [5758], '2': [3863, 5964], '21': [1923, 2320, 3992], '22': [5949, 8086, 8367], '26': [2560], '3': [244], '7': [12883]}"
ition,1,"{'2': [3103, 4184]}"
itisadesirablepropertyasitislikelythatmanyregressorsarenotrelevantto,2,"{'13': [866], '14': [866]}"
itisappealingtoapplyfeatureselectioninastream,1,{'22': [1183]}
itisaspecialcaseofnonlinearcombinationofshannoninformationtermsbyset,1,{'22': [3544]}
itiscertainlyabuzzwordwhichhasgainedalotofpopularitydur,2,"{'13': [135], '14': [135]}"
itisdesirabletodevelop,1,{'22': [765]}
itisdifficulttobeatuniformweight,2,"{'13': [3784], '14': [3784]}"
itiseasytovalidatethatdisrisanonlinearcombinationofshannoninformationtermsandcan,1,{'22': [3573]}
itisessentialtosuccessfuldataminingandmachinelearningapplicationsithasbeenachalleng,1,{'22': [10222]}
itisimpor,2,"{'13': [3088], '14': [3088]}"
itisimportanttonotethatmodelselectionconsistencydoesnotimpli,2,"{'13': [1010], '14': [1010]}"
itisimportanttostressthatleeet,2,"{'13': [1541], '14': [1541]}"
itislikelythatmanypotentialpredictorsareirrelevantinthesecas,2,"{'13': [2852], '14': [2852]}"
itisnoteasytoemploybatchmodefeatureselectionmeth,1,{'22': [8117]}
itisoftenrelaxedtoa,1,{'22': [3888]}
itispossibletocombineforecastsusinganyweightingschemehowev,2,"{'13': [3783], '14': [3783]}"
itispreferredtoperformstreamingfeatureselectiontoadapttothechangesonthefli,1,{'22': [8147]}
itisreferredasacriterionbynonlinearcombin,1,{'22': [2892]}
itisth,1,{'17': [4576]}
itisveryimportantthatthefor,2,"{'13': [3048], '14': [3048]}"
itisveryimportanttoapplystatisticaltoolsto,2,"{'13': [3022], '14': [3022]}"
itisveryimportanttocomparetheforecastsfromdifferentmlmethodsandth,2,"{'13': [3103], '14': [3103]}"
itli,1,{'26': [1425]}
itmayiterativelytakeadvantageofthelearningperform,1,{'22': [640]}
itneedsmoremem,1,{'17': [1811]}
ito,1,{'7': [20251]}
itor,1,{'23': [1891]}
itoutputstheclusterstructureofalldatasamplesontheselectedfeatur,1,{'22': [739]}
itpenalizesthesumofmaximumabsolutevaluesofeachrow,1,{'22': [4211]}
itqm,1,"{'24': [24, 32, 182, 406, 429]}"
itr,1,{'22': [2368]}
itschildnodescanbedifferentorgan,1,{'22': [6225]}
itselectsorignoresagroupoffeaturesasawholethediffer,1,{'22': [5968]}
itself,11,"{'1': [2133, 5639, 6110, 6118, 6430], '11': [417], '12': [4511], '15': [3309], '17': [630, 1859], '18': [1445], '2': [1232, 1444, 2821, 3613], '24': [509], '3': [492], '7': [1073, 1742, 2328, 2417, 2662, 4296, 4601, 4794, 8199, 10335, 12263, 12391, 12454, 13708], '9': [1518]}"
itshouldbeestimatedfromdatath,2,"{'13': [400], '14': [400]}"
itshouldbenotedthattheaforementionedrefsisdesignedformulticlassclassificationprob,1,{'22': [4271]}
itshowstheamount,1,{'22': [2790]}
itshowstheuncertaintyof,1,{'22': [2715]}
itsl,1,"{'22': [1639, 1647]}"
itsorthogon,1,{'26': [5951]}
itstartsfroma,1,{'17': [4951]}
itsvariancevalu,1,{'22': [4909]}
itu,1,{'2': [5784]}
itusesthetop,1,{'22': [2144]}
itwaspopularizedinthetimeseriesliteraturebyinoueandkil,2,"{'13': [2765], '14': [2765]}"
itwassuggest,2,"{'13': [2853], '14': [2853]}"
iui,1,"{'1': [7917, 9245, 9256]}"
iv,4,"{'12': [12480], '15': [879, 1746, 4123, 4766], '23': [1862, 1939], '26': [639, 3521, 5065]}"
ivabradin,1,{'11': [186]}
ivan,1,{'17': [5561]}
ivb,2,"{'15': [5103, 6103], '26': [4635, 4708]}"
ivd,1,"{'26': [1314, 5104]}"
ive,1,{'7': [21417]}
ivor,1,{'22': [11714]}
iwhen,1,{'22': [8420]}
iwslt,2,"{'17': [5677, 5682], '18': [867]}"
iwwtxjsij,1,{'24': [1462]}
iyer,1,{'21': [5174]}
iyyer,1,{'18': [3154]}
iz,1,"{'18': [2464, 2494]}"
izat,4,"{'18': [3326], '21': [2108], '22': [3870], '26': [4902]}"
izationisalsowidelyusedtoachievejointfeaturesparsityacrossmultipletarget,1,{'22': [4208]}
ize,2,"{'15': [1479, 6827], '7': [11292]}"
izedregress,2,"{'13': [4795], '14': [4795]}"
izedregressionsandensembleofmodelsthenonlinear,2,"{'13': [62], '14': [62]}"
izer,1,{'26': [5790]}
iñakiinza,1,{'22': [11618]}
ja,3,"{'2': [4355, 4367], '22': [6588, 6653, 6730], '9': [1595, 1870]}"
jaakkola,2,"{'1': [3828, 7568, 9026], '7': [21939]}"
jaarsma,1,{'9': [2205]}
jacc,1,"{'8': [4070, 4186]}"
jaccard,1,{'7': [22235]}
jackova,1,{'1': [2918]}
jackson,1,{'7': [20649]}
jacob,3,"{'18': [2625], '21': [4926], '22': [5959, 6160, 10882]}"
jacobsen,1,"{'16': [686, 6192]}"
jaejun,1,{'21': [5636]}
jaff,1,"{'24': [1728, 1771, 2261, 2300]}"
jagadish,1,{'7': [25711]}
jahn,1,{'7': [20686]}
jaim,2,"{'18': [2611, 3467], '21': [4654]}"
jain,3,"{'23': [240, 1325, 1397, 1867, 1907, 1974, 2008, 2039], '25': [1304, 3313, 3330], '7': [25270]}"
jakob,3,"{'17': [5945], '18': [3366, 3381], '21': [4678, 5268, 5392]}"
jakulin,2,"{'22': [3513, 9668, 10895], '7': [23387]}"
jame,5,"{'13': [229, 239, 4306], '14': [229, 239, 4306], '18': [2525, 2532, 3073], '22': [10806, 11409, 12280], '7': [22076]}"
jamesmcauley,1,{'22': [11315]}
jamesstein,1,"{'12': [2183, 10201]}"
jan,9,"{'12': [4], '15': [6568, 6777, 7084], '17': [5665], '18': [2953], '21': [4734], '25': [3344], '26': [6479, 6771, 6845, 6855, 6886], '7': [23000], '8': [244]}"
jandfi,1,{'22': [2131]}
janfeb,1,{'26': [6616]}
jannach,1,"{'1': [515, 598, 1394, 1400, 1484, 3867, 7133, 9039, 9057]}"
janowicz,1,{'21': [4436]}
jansen,1,"{'12': [4387, 11571]}"
janssen,2,"{'7': [23495], '9': [2188]}"
jansson,1,"{'12': [2761, 9989]}"
januar,1,{'3': [73]}
januari,3,"{'11': [566, 819], '15': [286], '8': [3545, 3666]}"
januschowski,1,{'21': [5287]}
janusz,1,{'22': [10595]}
japan,4,"{'13': [3422], '14': [3422], '17': [5685], '7': [22543]}"
jare,2,"{'18': [3285], '21': [4419]}"
jarrett,1,"{'12': [1895, 9641]}"
jarvuscwq,1,{'21': [45]}
jason,3,"{'17': [5810, 6004], '18': [3174, 3202], '21': [5190]}"
jasonriesa,1,{'17': [6006]}
jassistinfscitechnol,1,{'22': [11124]}
jastrzebski,1,"{'17': [218, 4464, 5751]}"
jastrzebskiet,1,{'17': [4190]}
java,1,"{'16': [3770, 3773, 3779, 3806, 6591]}"
javascript,1,{'16': [3769]}
javier,1,"{'7': [18, 19531, 19548]}"
javierdels,1,{'7': [374]}
jax,1,{'18': [2541]}
jaxxla,1,{'18': [2310]}
jayant,1,{'21': [5209]}
jayanth,1,{'16': [7957]}
jayaraman,1,{'21': [5818]}
jayasumana,1,{'7': [24238]}
jc,3,"{'16': [6134], '8': [3156, 3175, 3685], '9': [2102]}"
jcf,1,{'9': [1899]}
jcife,1,{'22': [3218]}
jcmi,1,"{'22': [2841, 2875]}"
jcmim,1,"{'22': [3393, 3441, 3534]}"
jd,3,"{'2': [4705], '26': [969, 971, 3034, 3059, 3060, 3061, 3099, 3153, 3215, 6001, 6002, 6016, 6017, 6123, 6124, 6138, 6148, 6153, 6154, 6157, 6165, 6166, 6172, 6175, 6258], '8': [3196]}"
jdi,1,"{'26': [3070, 3154, 3187, 3216, 6251, 6259]}"
jdiq,1,{'7': [25218]}
jdisr,1,{'22': [3567]}
jdowmunt,1,{'18': [906]}
jdsp,1,{'7': [19897]}
je,2,"{'17': [5988], '25': [3229, 3246]}"
jean,2,"{'18': [2841], '21': [4633, 4796]}"
jeanphilipp,1,{'22': [10885]}
jeanyvesaudibert,1,{'22': [10905]}
jeconsurv,2,"{'13': [126, 4976], '14': [126, 4976]}"
ject,1,"{'25': [652, 2748]}"
jeffrey,2,"{'18': [3216], '22': [11405]}"
jejheart,1,{'9': [446]}
jel,2,"{'13': [114], '14': [114]}"
jen,1,{'21': [5369]}
jenatton,1,"{'22': [6248, 10911]}"
jenattonet,1,"{'22': [5764, 6163]}"
jenkin,2,"{'12': [560, 1583, 1598, 1610, 1735, 2319, 9077, 9671, 9684, 9857, 10045, 10285, 10494, 10516], '16': [6117]}"
jenkinsapproach,1,{'12': [1641]}
jenni,2,"{'18': [3045], '26': [17, 7235]}"
jennif,1,{'22': [11300]}
jensen,1,"{'26': [5674, 6286, 6289]}"
jeon,2,"{'12': [12977, 12989], '8': [3909, 4031]}"
jeontabl,1,{'12': [6931]}
jeopard,1,{'22': [9459]}
jeremi,4,"{'15': [6968], '18': [2702], '22': [11698], '3': [2420]}"
jernit,1,{'18': [44]}
jerom,1,"{'22': [10647, 10804]}"
jerusalem,1,{'23': [1920]}
jesu,2,"{'1': [585, 8178], '7': [19903, 25099]}"
jet,1,{'15': [7286]}
jf,1,"{'16': [6299, 7049, 9591]}"
jg,1,"{'12': [748, 1982, 2471, 4742, 6624, 9863, 10356, 10828, 11782, 12284, 12728, 13179, 13629, 13958]}"
jgdegooij,1,"{'12': [273, 275]}"
jgf,1,"{'9': [2062, 2184]}"
jgpu,1,{'16': [3766]}
jha,1,{'8': [3788]}
ji,4,"{'16': [7625], '21': [5597, 5632], '22': [11178, 11192], '24': [1388]}"
jia,5,"{'1': [7689], '15': [7179], '16': [6620], '22': [11440], '7': [21317]}"
jiahui,1,{'21': [5100]}
jialei,1,{'22': [11884]}
jian,2,"{'21': [4981], '22': [11264, 12112, 12174]}"
jianbo,1,{'22': [11653]}
jiang,10,"{'1': [3015, 9571], '13': [2557, 4313], '14': [2557, 4313], '16': [7134, 7977, 8414, 8851, 9330], '18': [2551], '2': [5600], '21': [5945], '22': [1044], '24': [2845], '7': [20928, 22416, 23805]}"
jiangandjiangtaoren,1,{'22': [10935]}
jiangsu,1,"{'26': [286, 296, 301, 308, 7234]}"
jianguo,1,{'21': [5128]}
jianlong,1,{'21': [4489]}
jianmin,1,"{'21': [5152, 5616, 5683]}"
jianpingyin,1,{'22': [11220]}
jianqingfan,1,{'22': [10610]}
jiant,1,"{'18': [1982, 3185]}"
jianxin,1,{'21': [5898]}
jianyu,1,"{'24': [36, 430, 912, 1336, 1686, 2051, 2308, 2879]}"
jianyuan,1,{'21': [4852]}
jianzhang,1,{'22': [11219]}
jiao,3,"{'16': [7272], '21': [39, 5101], '26': [7177, 7514]}"
jiaotong,1,{'16': [9042]}
jiawei,2,"{'21': [5741], '22': [10705]}"
jiaweihan,1,"{'22': [10731, 10738, 10747]}"
jiax,1,{'22': [11901]}
jiayuzh,1,{'22': [12309]}
jibril,1,{'18': [2906]}
jie,1,{'22': [11869]}
jiehui,1,"{'21': [5614, 5679]}"
jiep,1,"{'22': [11179, 11193, 11871, 12055]}"
jiepeng,1,{'22': [11536]}
jiepingy,1,{'22': [12099]}
jieqi,1,{'21': [5894]}
jiezhong,1,{'21': [4827]}
jif,1,{'22': [3475]}
jifor,1,{'26': [5633]}
jihun,1,{'21': [4559]}
jil,1,"{'26': [5640, 5646, 5654, 5657]}"
jiliang,1,"{'22': [162, 10425, 10852, 11061, 11727, 11742, 11758]}"
jiliangtang,1,"{'22': [12, 11032]}"
jiliangtangandhuan,1,"{'22': [11772, 11779]}"
jiliangtangandhuanliu,1,{'22': [11787]}
jime,1,{'22': [11316]}
jimmi,1,{'21': [5640]}
jin,6,"{'15': [7177], '16': [8563], '21': [4956, 5929], '22': [11891], '24': [2480], '8': [285, 331, 2880, 2923]}"
jindic,1,{'22': [6658]}
jindrich,1,{'17': [5537]}
jinffu,1,{'1': [7631]}
jing,3,"{'22': [11109, 12295], '7': [25772, 25795], '8': [4171]}"
jingbo,1,{'21': [4585]}
jingfei,1,"{'18': [2979, 3006]}"
jingkun,1,"{'21': [5457, 5535]}"
jirí,1,{'17': [5498]}
jistheanglebetween,1,{'22': [2130]}
jitendra,1,{'22': [11655]}
jizhu,1,"{'22': [11537, 11807, 12338]}"
jj,3,"{'2': [5804], '7': [20373], '8': [2955, 2967, 2983, 2994, 3007, 3018, 3034, 3062, 3773]}"
jjmi,1,"{'22': [3286, 3315]}"
jl,2,"{'16': [6410], '7': [22143]}"
jm,3,"{'11': [883, 945, 1010], '8': [3854, 3906, 4028, 4363, 4398], '9': [1635, 1963]}"
jmach,1,"{'22': [10490, 10615, 11002]}"
jmachlearn,1,"{'22': [10908, 11553]}"
jmachlearnr,1,"{'22': [10459, 10880]}"
jmi,1,"{'22': [3295, 3312, 9658]}"
jmif,1,{'22': [3046]}
jmim,1,{'22': [2920]}
jmir,1,{'8': [3717]}
jmlr,2,"{'22': [10646, 10770], '7': [22930, 23584]}"
jmrmr,1,{'22': [3093]}
jnequalk,1,"{'22': [3648, 6336]}"
jo,2,"{'21': [5341], '8': [4399]}"
job,2,"{'12': [3832, 11232], '3': [1087]}"
joe,1,{'18': [34]}
joel,1,{'18': [2643]}
jof,1,"{'12': [183, 288, 4675, 5624, 7863]}"
johann,2,"{'1': [6355, 9355], '22': [11382]}"
johansson,1,"{'7': [21921, 22431, 22778, 22796, 24475]}"
john,8,"{'12': [185, 9014, 10938, 13075], '16': [6102, 6125], '18': [3043], '22': [882, 10551, 10592, 10977, 11624, 12035], '24': [2826], '25': [3384], '7': [20835, 22256], '9': [2282]}"
johnson,3,"{'18': [2533], '7': [20044, 22070, 23881, 24083, 24216], '8': [3551]}"
johnston,2,"{'12': [1291, 6235, 9275, 12801], '26': [6813]}"
johnwiley,2,"{'13': [124], '14': [124]}"
joint,9,"{'1': [9242], '16': [7014, 9396], '18': [2486], '2': [4636, 5695, 5742], '22': [2747, 4232, 4643, 7051, 7817, 7917, 7961, 10844, 11431], '24': [619, 959, 1543, 1576, 1850, 1861, 2437, 2559, 2603], '3': [1979, 2564], '7': [17442, 17717, 20979, 21021, 21202, 23201, 23540, 24120, 24271, 24891], '8': [3101]}"
jointcovariateselectionforgroupedclassif,1,{'22': [11460]}
jointframework,1,{'22': [4671]}
jointli,5,"{'16': [5825, 6466], '17': [5478], '2': [4522], '21': [1173], '7': [1840, 11242, 11470, 16219, 16440, 17693, 19499, 19527, 23897]}"
jointmutualinform,1,"{'22': [3256, 3260]}"
jolliff,1,{'7': [24671]}
jona,1,{'21': [4775]}
jonathan,1,{'21': [4892]}
jonathanrpollack,1,{'22': [11541]}
jonathon,1,{'26': [6790]}
jone,5,"{'17': [5948], '18': [3355, 3384], '21': [5395], '7': [24596], '8': [3708]}"
joo,1,"{'8': [286, 332, 2881, 2924]}"
joon,1,{'7': [25965]}
jordan,4,"{'16': [6771], '22': [10542, 10998], '24': [2800], '3': [463]}"
jorg,1,{'17': [5778]}
joriti,1,{'3': [1007]}
jose,5,"{'1': [583, 8176], '15': [3197, 7071], '16': [8], '25': [6], '7': [19901]}"
joshi,1,"{'18': [270, 2755, 2983, 3010]}"
joswig,1,{'7': [25402]}
jour,2,"{'12': [9514, 10353, 11163], '2': [4773, 5814]}"
journal,14,"{'1': [8434, 8448, 8586, 9506], '11': [563, 816], '12': [43, 49, 52, 63, 178, 181, 196, 291, 293, 754, 1193, 1630, 1988, 2477, 2913, 3357, 3826, 4274, 4748, 5204, 5682, 6149, 6630, 7068, 7520, 7976, 8023, 8484, 8979, 9042, 9052, 9062, 9074, 9120, 9131, 9177, 9186, 9206, 9226, 9237, 9245, 9261, 9273, 9281, 9297, 9309, 9318, 9332, 9339, 9348, 9359, 9374, 9382, 9400, 9416, 9419, 9431, 9450, 9471, 9481, 9490, 9503, 9529, 9539, 9550, 9571, 9587, 9599, 9607, 9616, 9636, 9653, 9668, 9703, 9718, 9725, 9736, 9750, 9765, 9778, 9790, 9801, 9822, 9834, 9851, 9861, 9869, 9882, 9907, 9919, 9930, 9942, 9954, 9966, 9975, 9986, 10000, 10012, 10022, 10035, 10048, 10059, 10071, 10085, 10095, 10115, 10128, 10141, 10162, 10180, 10190, 10208, 10224, 10235, 10249, 10263, 10277, 10287, 10301, 10312, 10328, 10341, 10362, 10390, 10417, 10428, 10438, 10448, 10462, 10471, 10483, 10497, 10508, 10523, 10539, 10556, 10565, 10575, 10589, 10603, 10613, 10624, 10634, 10644, 10656, 10666, 10683, 10698, 10717, 10762, 10774, 10785, 10799, 10811, 10825, 10834, 10842, 10856, 10875, 10889, 10900, 10915, 10951, 10965, 10975, 10983, 10999, 11011, 11027, 11042, 11058, 11076, 11087, 11105, 11112, 11121, 11135, 11151, 11173, 11184, 11194, 11208, 11217, 11235, 11255, 11264, 11279, 11287, 11300, 11319, 11348, 11361, 11373, 11386, 11402, 11413, 11428, 11451, 11461, 11479, 11503, 11519, 11528, 11541, 11553, 11568, 11582, 11590, 11601, 11616, 11628, 11648, 11659, 11666, 11674, 11690, 11700, 11714, 11730, 11741, 11754, 11769, 11779, 11788, 11800, 11819, 11833, 11849, 11863, 11872, 11889, 11921, 11944, 11954, 11967, 11995, 12006, 12018, 12026, 12040, 12052, 12066, 12080, 12093, 12111, 12140, 12187, 12198, 12214, 12229, 12243, 12254, 12267, 12282, 12290, 12301, 12312, 12330, 12340, 12356, 12365, 12381, 12391, 12406, 12422, 12432, 12442, 12467, 12493, 12504, 12533, 12570, 12580, 12590, 12613, 12624, 12635, 12641, 12651, 12662, 12676, 12685, 12693, 12711, 12726, 12734, 12783, 12799, 12811, 12822, 12831, 12848, 12861, 12880, 12893, 12903, 12913, 12920, 12930, 12938, 12954, 12965, 12974, 12985, 12997, 13010, 13020, 13026, 13035, 13044, 13063, 13089, 13101, 13120, 13133, 13144, 13161, 13177, 13185, 13196, 13210, 13222, 13232, 13240, 13252, 13260, 13268, 13277, 13284, 13297, 13307, 13317, 13331, 13346, 13352, 13364, 13374, 13388, 13401, 13411, 13453, 13467, 13478, 13487, 13499, 13507, 13519, 13534, 13545, 13554, 13564, 13575, 13587, 13597, 13611, 13620, 13627, 13635, 13647, 13675, 13699, 13708, 13721, 13730, 13741, 13754, 13778, 13791, 13817, 13834, 13845, 13856, 13901, 13914, 13942, 13964], '13': [4326, 4599, 4731, 4927, 4946], '14': [4326, 4599, 4731, 4927, 4946], '15': [7298, 7321, 7330], '2': [4325, 4757, 5594, 5785, 5983], '21': [4528, 4643, 4743, 4880, 5071], '24': [2408, 2460, 2510, 2541, 2577, 2592, 2692], '25': [3391, 3517, 3542], '3': [2458, 2508], '7': [20500, 20699, 20842, 21157, 21711, 21831, 22044, 22164, 22269, 22379, 22545, 22564, 22593, 22658, 22739, 22996, 23077, 23188, 24939, 25214], '8': [2931], '9': [448]}"
